gene,SRR16966869,SRR16966870,SRR16966871,SRR16966872,SRR16966873,SRR16966874
PF3D7_1016700,95.378,53.731,49.408,27.166,36.113,27.735
PF3D7_1016800,293.358,486.821,253.733,71.001,137.291,104.708
PF3D7_1016900,262.763,458.777,248.472,337.483,471.496,461.241
PF3D7_1017000,124.988,366.382,315.815,399.762,471.341,447.725
PF3D7_1017100,503.689,860.893,488.908,353.667,445.187,412.079
PF3D7_1017200,46.596,64.867,26.161,66.701,26.91,66.418
PF3D7_1017300,336.22,496.70799999999997,269.19300000000004,165.648,197.474,273.097
PF3D7_1017400,236.861,397.013,160.56,214.32,191.966,227.664
PF3D7_1017500,1448.851,1814.752,1212.532,293.641,319.111,319.759
PF3D7_1017600,353.683,369.258,296.81,524.989,671.301,725.254
PF3D7_1017700,35.572,45.871,13.635,26.015,34.593,71.948
PF3D7_1017800,12.148,38.84,23.079,20.775,32.095,22.422
PF3D7_1017900,386.895,407.723,367.608,419.689,541.674,598.861
PF3D7_1018000,59.055,51.21,58.761,105.726,87.027,105.642
PF3D7_1018100,3.079,10.246,1.81,10.023,5.351,6.995
PF3D7_1018200,3071.207,3273.764,2840.757,1540.348,1842.015,2013.531
PF3D7_1018300,305.195,416.024,269.326,186.093,340.784,292.639
PF3D7_1018400,0.0,6.05,1.043,0.992,3.183,3.035
PF3D7_1018500,33.817,53.745,21.28,41.917,37.572,41.719
PF3D7_1018600,366.155,523.838,321.333,207.481,291.508,343.546
PF3D7_1018700,225.776,244.673,216.254,189.232,211.503,218.807
PF3D7_1018800,5.05,14.822,20.86,21.147,27.184,25.084
PF3D7_1018900,30.201,28.326,35.849,35.075,29.899,64.142
PF3D7_1019000,2770.943,2739.015,3053.133,2131.561,2233.373,2678.685
PF3D7_1019100,828.431,862.794,834.45,529.154,457.753,781.636
PF3D7_1019200,66.59,41.29,32.235,6.716,1.512,14.174
PF3D7_1019300,486.238,444.846,356.064,524.507,407.455,612.121
PF3D7_1019400,124.617,214.717,110.732,274.23,281.136,372.054
PF3D7_1019500,466.21500000000003,575.852,468.486,562.893,528.1220000000001,817.1320000000001
PF3D7_1019600,414.99,343.376,216.533,319.402,197.679,455.913
PF3D7_1019700,425.049,319.157,234.456,476.135,298.217,372.534
PF3D7_1019800,177.008,203.541,108.181,108.752,186.171,151.387
PF3D7_1019900,181.24,250.332,185.438,60.35,96.402,111.068
PF3D7_1020000,138.076,175.895,166.125,181.985,180.316,159.522
PF3D7_1020100,11.042,22.361,7.1,5.911,15.104,14.166
PF3D7_1020200,40.624,104.593,36.219,29.228,35.984,50.044
PF3D7_1020300,72.941,95.712,51.676,35.954,47.411,42.156
PF3D7_1020400,19.424,11.805,4.494,4.088,22.752,15.783
PF3D7_1020500,27.379,24.746,15.984,25.619,22.929,30.428
PF3D7_1020600,34.914,43.67,46.878,35.644,85.792,83.28
PF3D7_1020700,42.082,57.04,50.823,52.585,81.871,63.898
PF3D7_1020800,8.607,37.128,15.38,23.0,34.706,29.391
PF3D7_1020900,823.801,759.588,752.413,841.676,954.552,998.214
PF3D7_1021000,91.814,129.488,119.828,176.132,192.357,189.887
PF3D7_1021100,14.868,44.136,16.517,36.037,57.172,72.312
PF3D7_1021200,216.579,330.261,313.219,296.17,486.966,393.314
PF3D7_1021300,48.392,72.554,97.86,109.031,93.371,109.774
PF3D7_1021400,64.299,178.876,171.085,264.139,204.526,292.141
PF3D7_1021500,17.41,58.045,61.899,32.561,66.649,49.609
PF3D7_1021600,51.232,44.454,28.32,57.868,114.493,108.308
PF3D7_1021700,3482.793,4943.636,2574.663,1238.227,1424.266,1670.955
PF3D7_1021800,8247.887,7937.109,7873.232,6413.534,6472.018,6701.687
PF3D7_1021900,3112.627,3947.571,2606.77,3939.246,5219.341,4079.105
PF3D7_1022000,167.012,280.829,175.467,256.82,443.931,337.334
PF3D7_1022100,12.557,34.63,6.088,4.998,20.047,21.021
PF3D7_1022200,16.43,51.021,20.198,30.059,59.744,63.342
PF3D7_1022300,4.986,3.405,4.059,3.044,5.842,8.576
PF3D7_1022400,740.137,692.29,510.937,1109.601,1285.161,1521.457
PF3D7_1022500,220.793,342.894,341.363,78.616,122.047,252.36
PF3D7_1022600,112.697,123.761,68.608,33.004,54.701,131.604
PF3D7_1022700,377.279,380.34,246.041,116.38,118.025,196.459
PF3D7_1022800,525.283,322.771,293.735,253.38,308.694,379.346
PF3D7_1022900,48.727,57.123,12.444,24.47,84.628,69.486
PF3D7_1023000,77.238,138.744,52.219,27.869,44.396,25.133
PF3D7_1023100,11.095,24.714,9.141,15.056,23.667,17.278
PF3D7_1023200,17.452,18.49,7.611,45.673,33.509,47.498
PF3D7_1023300,19.196,28.702,18.453,48.424,28.741,64.543
PF3D7_1023400,34.541,57.518,28.695,123.731,90.434,87.695
PF3D7_1023500,0.0,0.0,0.0,0.0,2.791,0.0
PF3D7_1023600,0.0,10.017,2.0,4.002,1.001,1.0
PF3D7_1023700,2.18,1.0,3.269,2.809,0.0,0.0
PF3D7_1023800,48.304,71.743,36.701,12.362,21.067,17.109
PF3D7_1023900,20480.058,23804.457,19685.364,18438.066,21150.089,20588.91
PF3D7_1024000,113.291,114.038,76.89,242.338,187.534,233.144
PF3D7_1024100,31.623,32.257,14.095,29.689,58.416,76.998
PF3D7_1024200,5.108,16.043,10.411,25.541,32.732,42.943
PF3D7_1024300,14.924,22.214,25.086,29.976,73.743,82.464
PF3D7_1024400,18.235,12.329,15.228,20.45,30.582,25.332
PF3D7_1024500,25.331,28.4,25.798,34.393,90.761,80.411
PF3D7_1024600,19.007,17.166,6.406,18.347,31.475,33.706
PF3D7_1024700,34.447,77.442,34.727,87.923,115.27,170.611
PF3D7_1024800,886.334,1249.507,785.305,1680.425,1625.196,2382.481
PF3D7_1024900,28.365,85.816,15.148,60.038,33.954,78.74
PF3D7_1025000,792.936,1257.534,426.664,468.217,352.867,552.848
PF3D7_1025100,225.433,297.057,221.287,263.131,293.306,460.62
PF3D7_1025200,22.251,16.456,7.631,25.504,36.179,21.048
PF3D7_1025300,39.624,53.017,21.827,54.923,99.463,89.729
PF3D7_1025400,534.379,669.211,349.183,282.476,575.619,479.104
PF3D7_1025500,66.467,73.517,36.632,61.256,170.913,109.827
PF3D7_1025600,31.089,21.586,15.051,52.171,57.843,57.297
PF3D7_1025700,43.911,41.636,9.824,38.283,67.53,51.201
PF3D7_1025800,52.97,30.487,19.97,25.222,32.544,32.059
PF3D7_1025900,1730.959,1530.63,1442.819,567.819,912.272,910.316
PF3D7_1026000,108.192,130.472,84.563,93.356,169.259,178.512
PF3D7_1026100,6.009,11.352,3.047,5.003,2.003,3.302
PF3D7_1026200,0.0,24.959,10.299,8.331,9.373,18.437
PF3D7_1026300,32.058,70.437,56.165,59.425,88.714,111.851
PF3D7_1026400,31.768,53.181,15.511,2.096,13.29,14.907
PF3D7_1026500,33.694,114.683,26.989,3.104,8.493,26.929
PF3D7_1026600,14991.912,17978.545,12554.813,2725.914,3047.487,3139.138
PF3D7_1026800,579.924,928.802,776.389,1728.908,1742.74,2178.203
PF3D7_1026900,3.01,3.885,2.025,1.879,2.682,4.985
PF3D7_1027000,36.54,22.537,13.987,55.147,26.097,57.27
PF3D7_1027100,58.126,99.732,51.335,115.208,142.592,198.987
PF3D7_1027200,22.252,30.255,11.292,35.431,25.642,41.044
PF3D7_1027300,8133.258,9611.076,7078.184,6969.37,7755.507,7212.798
PF3D7_1027400,16.206,59.053,15.425,45.991,82.611,35.717
PF3D7_1027500,2.377,5.016,1.0,1.425,3.535,3.386
PF3D7_1027600,2.002,8.374,0.0,4.053,3.101,5.062
PF3D7_1027700,149.859,301.698,124.33,212.62900000000002,344.271,300.044
PF3D7_1027800,963.922,1620.956,1256.073,3169.704,3368.458,3413.88
PF3D7_1027900,4.712,10.559,2.958,3.724,18.048,23.536
PF3D7_1028000,34.054,27.861,23.123,47.085,109.671,72.245
PF3D7_1028100,0.0,0.0,3.008,2.116,2.0,3.184
PF3D7_1028200,72.903,53.453,22.091,60.825,105.163,55.522
PF3D7_1028300,36.465,47.269,15.143,52.631,70.521,70.615
PF3D7_1028400,40.748,46.942,18.125,73.271,51.365,79.595
PF3D7_1028500,159.657,178.139,184.123,281.803,179.763,268.283
PF3D7_1028600,166.449,155.301,132.65,188.586,120.682,185.835
PF3D7_1028700,3428.76,2856.882,2998.632,1197.997,925.011,1344.462
PF3D7_1028800,84.675,63.834,72.815,47.25,30.665,77.324
PF3D7_1028900,287.559,308.929,211.399,29.906,81.102,66.928
PF3D7_1029000,0.0,2.0,1.017,1.001,4.0,4.964
PF3D7_1029100,20.392,14.498999999999999,27.439999999999998,21.364,26.724,56.716
PF3D7_1029200,4.645,3.599,2.031,11.681,4.083,8.255
PF3D7_1029300,49.023,47.738,55.325,72.563,93.642,159.908
PF3D7_1029400,165.121,139.359,166.633,131.321,99.514,158.705
PF3D7_1029500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1029600,646.714,489.817,553.096,1518.889,923.52,1648.641
PF3D7_1029700,11.377,10.917,6.88,12.182,5.484,13.594
PF3D7_1029800,420.462,288.378,243.306,225.862,213.249,254.528
PF3D7_1029900,2045.898,3151.87,1969.362,1511.963,2968.304,2154.326
PF3D7_1030000,62.204,133.36,85.622,87.962,110.756,49.95
PF3D7_1030100,349.198,640.103,509.757,514.476,669.013,817.977
PF3D7_1030200,1779.049,1775.124,1328.857,215.997,358.11,350.051
PF3D7_1030300,586.047,567.346,428.3,181.128,342.625,281.067
PF3D7_1030400,20.229,17.05,14.264,5.23,28.505,9.527
PF3D7_1030500,109.351,80.208,166.128,91.992,156.116,132.398
PF3D7_1030600,81.997,71.9,100.387,71.969,87.105,76.736
PF3D7_1030700,4.042,1.078,7.504,11.147,6.502,8.487
PF3D7_1030800,120.918,66.41,69.381,40.368,75.836,69.1
PF3D7_1030900,6.405,3.01,5.036,0.0,3.013,2.008
PF3D7_1031000,88.623,58.578,52.795,1.0,0.0,5.122
PF3D7_1031100,21.664,12.377,21.129,14.913,5.644,10.943
PF3D7_1031200,614.528,287.254,443.32,175.17,141.575,166.392
PF3D7_1031300,294.737,215.565,140.607,147.572,189.335,254.701
PF3D7_1031400,494.59999999999997,579.812,512.6949999999999,239.89999999999998,260.401,278.003
PF3D7_1031500,211.017,250.645,203.91,297.186,207.688,478.044
PF3D7_1031600,452.982,365.635,616.418,633.71,671.244,766.819
PF3D7_1031700,84.163,77.54,73.03,113.323,134.735,185.951
PF3D7_1031800,151.171,105.857,148.833,116.291,117.293,169.855
PF3D7_1031900,14.411,15.286,3.874,14.656,6.769,21.73
PF3D7_1032000,73.253,78.384,55.091,98.689,63.582,125.781
PF3D7_1032100,317.569,428.769,448.019,717.731,401.559,722.923
PF3D7_1032200,0.0,0.0,0.0,3.101,0.0,3.0
PF3D7_1032300,12.36,33.349,10.062,41.62,14.641,37.755
PF3D7_1032400,129.814,219.668,189.727,206.873,143.844,365.31
PF3D7_1032500,90.336,92.802,66.662,126.824,89.997,173.153
PF3D7_1032600,5.018,7.174,2.974,4.481,12.911,9.116
PF3D7_1032700,127.59,163.006,96.686,121.391,133.468,239.608
PF3D7_1032800,15.05,19.273,9.888,8.77,36.491,35.515
PF3D7_1032900,32.693,18.514,19.622,22.184,16.335,31.76
PF3D7_1033000,15.424,20.23,14.576,37.521,15.651,27.724
PF3D7_1033100,5234.137,8241.844,4805.127,6921.32,8848.565,8333.312
PF3D7_1033200,650.517,707.143,554.162,974.725,841.447,940.744
PF3D7_1033300,22.573,39.124,10.266,48.783,47.817,74.36
PF3D7_1033400,257.06,250.434,227.277,634.147,598.564,729.091
PF3D7_1033500,148.263,137.307,77.407,154.578,159.693,185.382
PF3D7_1033600,418.691,426.493,325.089,612.947,686.549,750.226
PF3D7_1033700,231.946,223.841,231.852,360.63,357.61,437.98
PF3D7_1033800,6.054,11.087,7.982,10.059,5.558,6.034
PF3D7_1033900,536.192,636.181,467.859,599.767,698.324,664.997
PF3D7_1034000,197.38,246.448,188.176,176.204,278.84,286.474
PF3D7_1034100,2.0,1.0,0.0,1.0,0.0,2.0
PF3D7_1034200,36.894,24.238,17.215,22.887,25.135,52.535
PF3D7_1034300,7.011,5.0,5.088,6.407,5.334,3.025
PF3D7_1034400,227.594,163.301,197.883,319.219,291.618,315.486
PF3D7_1034500,468.466,506.367,450.831,738.117,823.093,823.941
PF3D7_1034600,103.007,119.981,127.341,126.551,190.422,116.572
PF3D7_1034700,222.033,217.083,176.336,218.013,203.917,179.051
PF3D7_1034800,113.346,97.126,85.36,94.982,92.943,106.065
PF3D7_1034900,1027.669,1042.636,983.306,1403.425,1852.336,1727.392
PF3D7_1035000,108.163,134.408,116.269,73.324,123.456,96.754
PF3D7_1035100,1076.54,1396.032,1035.957,669.639,905.653,678.719
PF3D7_1035200,51217.536,58074.413,45413.727,17758.388,20698.431,22755.676
PF3D7_1035300,6988.43,7793.249,6179.502,4150.486,4679.031,4421.347
PF3D7_1035400,7126.762,9941.07,5515.914,3114.924,3705.862,3742.54
PF3D7_1035500,5237.983,7158.555,5120.782,2723.005,3187.479,2875.272
PF3D7_1035600,384.609,282.397,151.392,280.671,454.166,342.238
PF3D7_1035700,5307.836,6735.192,5012.894,3569.534,3867.501,3814.47
PF3D7_1035800,12.169,6.007,2.006,4.041,13.324,4.002
PF3D7_1035900,4642.197,5484.541,3668.072,1252.756,2423.456,1670.632
PF3D7_1036000,903.586,1119.628,1020.244,176.812,338.695,289.653
PF3D7_1036300,109.676,72.78,99.879,12.992,47.427,32.87
PF3D7_1036400,36.691,22.117,26.067,12.275,21.058,10.008
PF3D7_1036500,2000.002,2418.077,1849.581,470.515,797.871,525.654
PF3D7_1036600,15.725,49.873,24.408,48.817,72.946,62.357
PF3D7_1036700,19.864,18.832,17.01,23.127,87.644,51.429
PF3D7_1036800,187.297,146.925,201.467,165.978,431.538,238.861
PF3D7_1036900,1732.341,2142.266,1302.623,2049.438,2134.569,2296.071
PF3D7_1037000,216.55,219.164,149.269,314.154,318.975,455.222
PF3D7_1037100,46.974,104.249,53.562,70.36,51.062,148.037
PF3D7_1037200,3.037,3.969,5.523,5.205,10.355,4.184
PF3D7_1037300,120.802,183.89,147.74,217.48,327.879,311.18
PF3D7_1037400,36.471,65.859,88.443,5.841,73.003,14.488
PF3D7_1037500,579.718,440.094,489.531,123.483,163.534,151.536
PF3D7_1037600,167.685,278.262,352.47,279.001,349.468,298.755
PF3D7_1037700,9.42,11.835,20.642,14.33,42.146,25.167
PF3D7_1037800,11.855,5.069,10.249,3.87,9.562,8.069
PF3D7_1037900,4.556,7.443,20.776,5.185,23.179,29.156
PF3D7_1038000,2544.886,2467.692,2778.819,2185.321,2991.6620000000003,2872.416
PF3D7_1038100,27.865,44.716,76.766,14.679,63.874,48.993
PF3D7_1038200,5.917,7.007,4.0,1.683,2.0,3.169
PF3D7_1038300,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1038400,143.205,210.102,164.006,71.429,291.466,81.592
PF3D7_1038500,4.0,5.388,2.0,0.0,2.0,4.155
PF3D7_1038600,14.65,26.099,13.601,0.0,2.921,3.437
PF3D7_1038700,4.002,10.164,6.934,4.258,13.041,8.429
PF3D7_1038800,46.642,58.915,52.393,24.745,59.542,35.992
PF3D7_1038900,5.113,20.659,17.769,12.833,16.141,24.435
PF3D7_1039000,66.879,68.819,53.609,45.533,79.406,42.63
PF3D7_1039100,17.735,20.004,3.418,6.643,7.749,4.033
PF3D7_1039200,2.01,0.0,0.0,0.0,0.0,0.0
PF3D7_1039400,2.002,1.4,0.0,0.0,0.0,0.0
PF3D7_1039600,0.0,0.0,2.003,0.0,0.0,0.0
PF3D7_1039700,7.857,0.0,0.0,0.0,0.0,0.0
PF3D7_1039900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1040000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1040100,2.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1040200,3.003,1.0,3.013,0.0,0.0,0.0
PF3D7_1040300,0.0,3.001,0.0,0.0,0.0,0.0
PF3D7_1040400,0.0,0.0,0.0,0.0,1.0,0.0
PF3D7_1040500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1040600,1.001,0.0,0.0,0.0,0.0,0.0
PF3D7_1040700,0.0,0.0,0.0,0.0,0.0,1.0
PF3D7_1040800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1040900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1041000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1041100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1041200,6.007,8.011,4.0,0.0,1.0,1.0
PF3D7_1041300,104.287,89.132,65.384,132.119,277.515,223.309
PF3D7_1100100,41.865,125.24,92.308,56.663,186.116,171.365
PF3D7_1100200,11.024,15.878,6.63,9.247,26.111,8.885
PF3D7_1100300,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1100400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1100500,1.442,2.863,0.0,0.0,0.0,0.0
PF3D7_1100600,0.0,1.001,0.0,0.0,0.0,0.0
PF3D7_1100700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1100800,2.017,2.0,0.0,1.0,0.0,0.0
PF3D7_1100900,0.0,2.306,0.0,0.0,0.0,0.0
PF3D7_1101000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1101100,1.001,1.0,0.0,0.0,0.0,0.0
PF3D7_1101200,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1101300,2.0,1.0,0.0,0.889,0.0,0.0
PF3D7_1101400,0.0,3.0,0.0,0.0,0.0,0.0
PF3D7_1101500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1101700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1101800,0.0,0.0,0.0,0.0,1.306,0.0
PF3D7_1101900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1102200,1.508,1.274,0.0,1.627,1.188,0.0
PF3D7_1102300,5.004,3.0,4.899,5.603,8.011,1.0
PF3D7_1102400,90.674,102.083,48.415,74.353,92.738,95.263
PF3D7_1102500,143.732,178.366,38.561,81.422,65.806,107.093
PF3D7_1102600,3.079,18.002,1.023,1.001,1.001,0.0
PF3D7_1102700,754.657,1261.061,535.08,260.726,208.947,179.353
PF3D7_1102800,4592.157,6455.323,3861.956,2058.304,1082.125,2181.419
PF3D7_1102900,8.771,3.344,13.645,6.04,4.033,19.182
PF3D7_1103000,0.0,0.0,0.0,1.0,0.0,0.0
PF3D7_1103100,451.304,459.118,638.425,1485.498,875.11,1753.348
PF3D7_1103400,361.582,287.78,528.313,468.619,339.577,685.771
PF3D7_1103500,8.939,11.477,28.708,5.1,3.299,16.787
PF3D7_1103600,16.655,21.414,48.866,37.82,23.848,55.766
PF3D7_1103700,154.832,72.966,196.58,143.044,131.273,257.514
PF3D7_1103800,809.549,902.009,1117.23,827.494,1213.103,1228.792
PF3D7_1103900,0.0,0.0,0.0,0.0,1.0,0.0
PF3D7_1104000,102.816,65.438,95.386,80.842,183.573,211.305
PF3D7_1104100,52.391,46.017,31.011,32.34,105.513,96.094
PF3D7_1104200,1018.775,935.242,702.415,1043.515,1060.039,1333.542
PF3D7_1104300,225.454,181.973,215.799,331.016,344.938,396.413
PF3D7_1104400,452.322,338.043,498.909,368.802,528.471,567.435
PF3D7_1104500,4.001,0.0,2.2,0.0,1.002,3.0
PF3D7_1104600,5.549,5.029,20.009,8.205,7.029,7.029
PF3D7_1104700,18.376,47.815,50.13,34.081,35.342,110.027
PF3D7_1104800,41.96,42.313,60.554,101.196,90.488,122.01
PF3D7_1104900,1071.772,1453.009,1276.839,291.972,540.595,500.95
PF3D7_1105000,3458.93,2790.814,2718.081,2241.311,2597.476,2824.819
PF3D7_1105100,23937.204,26810.704,20224.326,16940.214,20993.507,20722.214
PF3D7_1105200,3.161,6.007,3.025,7.352,13.915,12.996
PF3D7_1105300,94.541,222.261,72.603,119.235,229.341,207.994
PF3D7_1105400,419.25,654.922,282.592,797.452,1528.709,1241.969
PF3D7_1105500,40.811,46.31,7.048,71.631,82.685,112.725
PF3D7_1105600,302.687,494.468,159.431,202.06,307.79,164.176
PF3D7_1105700,55.506,81.828,38.457,63.667,96.511,135.686
PF3D7_1105800,388.453,459.32,278.269,515.793,291.834,645.884
PF3D7_1105900,0.0,0.0,0.0,0.0,1.001,0.0
PF3D7_1106000,87.081,58.825,52.347,105.308,96.95,121.903
PF3D7_1106100,59.496,61.774,30.109,60.555,34.2,64.135
PF3D7_1106200,11.006,13.178,7.495,8.495,32.186,27.888
PF3D7_1106300,198.547,263.207,205.585,290.317,387.182,449.602
PF3D7_1106400,5.38,5.02,5.484,3.194,11.896,24.126
PF3D7_1106500,93.386,82.023,159.953,199.225,158.453,267.715
PF3D7_1106600,10.513,37.822,49.683,28.781,53.258,62.051
PF3D7_1106700,80.986,103.771,79.24,125.619,62.205,183.314
PF3D7_1106800,79.56,122.067,48.95,57.508,44.858,137.143
PF3D7_1106900,5.666,19.073,3.517,4.994,6.06,19.212
PF3D7_1107000,23.639,77.016,18.071,92.961,14.909,107.522
PF3D7_1107100,419.857,446.583,405.561,298.142,193.655,457.662
PF3D7_1107200,123.922,74.41,154.133,269.228,186.989,308.471
PF3D7_1107300,4406.63,5232.53,4451.893,5480.971,5919.221,6550.179
PF3D7_1107400,89.442,162.354,133.939,207.416,110.056,169.006
PF3D7_1107500,25.651,18.693,27.754,30.892,22.812,38.151
PF3D7_1107600,1.0,2.002,2.247,0.0,0.0,1.0
PF3D7_1107700,86.946,112.662,145.875,133.565,185.793,137.079
PF3D7_1107800,6266.227,4599.192,5016.218,2039.864,2271.765,2243.335
PF3D7_1107900,122.782,146.047,182.71,163.14,354.743,214.312
PF3D7_1108000,418.963,378.197,331.967,317.737,562.198,384.191
PF3D7_1108100,1923.579,2545.355,1509.196,437.998,709.46,534.016
PF3D7_1108200,77.1,165.67,65.24,30.9,45.589,31.679
PF3D7_1108300,11.1,11.113,9.817,5.995,6.642,15.968
PF3D7_1108400,396.928,438.984,440.003,724.806,727.952,997.046
PF3D7_1108500,323.333,289.902,273.625,387.219,444.381,438.048
PF3D7_1108600,3299.606,4297.747,3648.165,6169.231,6760.653,7217.24
PF3D7_1108700,422.272,666.878,430.203,778.561,862.667,1108.531
PF3D7_1108800,1.0,0.0,0.0,0.0,0.0,0.0
PF3D7_1108900,11.988,10.129,5.409,4.21,4.274,16.806
PF3D7_1109100,19.446,6.368,16.142,2.275,17.728,12.869
PF3D7_1109200,7.193,14.337,2.463,12.351,9.078,13.225
PF3D7_1109400,218.115,200.121,162.06,254.377,309.615,275.942
PF3D7_1109900,279.959,323.351,231.954,538.912,517.491,622.997
PF3D7_1110000,6.972,4.524,5.079,11.058,4.486,11.361
PF3D7_1110100,293.343,279.92,242.327,90.65,180.668,141.418
PF3D7_1110200,505.708,653.36,464.408,949.87,954.075,1128.907
PF3D7_1110300,24.445,16.911,15.649,71.498,42.224,86.047
PF3D7_1110400,1535.301,1745.909,1702.091,3726.636,3180.855,4226.265
PF3D7_1110500,201.608,262.869,297.594,308.535,330.42,407.517
PF3D7_1110600,158.557,111.842,168.919,90.037,209.882,209.366
PF3D7_1110700,213.78,156.435,242.692,60.347,186.826,125.866
PF3D7_1110800,5.159,2.01,6.784,2.0,15.998,10.096
PF3D7_1110900,86.707,92.356,53.904,67.609,187.044,103.258
PF3D7_1111000,5.01,16.257,5.861,8.243,12.114,7.119
PF3D7_1111100,116.767,170.457,149.999,271.75,448.832,342.302
PF3D7_1111200,9.083,41.301,36.848,54.999,58.427,74.189
PF3D7_1111300,9.322,31.286,8.16,24.121,29.98,33.872
PF3D7_1111400,9.235,60.922,30.578,33.036,40.153,50.79
PF3D7_1111500,27.995,82.556,49.734,90.238,91.829,137.322
PF3D7_1111600,28.43,27.633,20.109,15.257,9.489,20.372
PF3D7_1111700,1.6,15.982,7.757,4.004,4.815,2.155
PF3D7_1111800,33.778,71.99,23.706,15.14,69.504,55.973
PF3D7_1111900,8.704,37.135,11.134,11.018,16.1,9.076
PF3D7_1112000,57.347,121.344,40.061,28.947,34.852,52.357
PF3D7_1112100,1329.759,2299.837,1591.828,591.542,1509.051,1004.663
PF3D7_1112200,4.595,8.315,12.524,3.056,3.334,8.23
PF3D7_1112300,6.044,13.303,20.343,10.221,13.689,17.601
PF3D7_1112400,8.148,27.814,36.482,17.664,24.362,19.262
PF3D7_1112500,2.537,9.116,9.148,10.302,22.758,10.845
PF3D7_1112600,78.174,84.027,74.116,69.224,169.404,83.744
PF3D7_1112700,6.146,11.267,10.036,3.525,35.176,20.489
PF3D7_1112800,1.002,0.0,0.0,0.0,1.001,1.0
PF3D7_1112900,21.855,20.237,25.663,3.163,35.216,21.911
PF3D7_1113000,579.228,649.126,333.097,824.1,774.493,982.96
PF3D7_1113100,1011.211,1153.814,401.025,660.468,631.38,895.246
PF3D7_1113200,79.474,27.603,20.262,12.238,34.292,22.482
PF3D7_1113300,300.359,214.536,121.583,160.783,244.656,257.301
PF3D7_1113400,721.358,740.251,600.252,907.503,579.98,891.537
PF3D7_1113500,111.14,93.91,120.578,56.291,63.239,74.245
PF3D7_1113600,88.617,190.201,194.597,101.234,121.365,199.147
PF3D7_1113700,29.263,26.627,66.368,29.086,18.151,34.151
PF3D7_1113800,69.162,76.231,148.23,50.721,86.547,100.844
PF3D7_1113900,18.038,20.061,17.119,8.715,17.129,16.571
PF3D7_1114000,6.017,4.0,0.0,1.298,5.052,2.013
PF3D7_1114100,309.131,342.939,402.842,173.571,114.16900000000001,214.859
PF3D7_1114200,117.959,73.079,99.304,48.202,38.468,47.978
PF3D7_1114400,7.611,16.882,23.068,28.479,18.066,22.475
PF3D7_1114500,8.6,6.168,15.896,5.018,3.336,8.725
PF3D7_1114600,5.007,9.346,8.937,13.019,7.802,13.117
PF3D7_1114700,830.284,1425.231,1316.537,1403.518,1736.45,1624.0
PF3D7_1114800,45.348,65.846,40.025,34.812,28.949,55.636
PF3D7_1114900,335.711,502.51,318.462,161.477,265.622,290.033
PF3D7_1115000,50.706,50.102,26.504,70.485,53.088,86.842
PF3D7_1115100,22.431,34.516,6.575,18.644,17.077,24.729
PF3D7_1115200,1079.592,766.737,629.669,706.095,754.168,925.951
PF3D7_1115300,15.025,4.258,8.82,28.636,27.386,13.302
PF3D7_1115400,466.044,505.928,615.365,636.42,873.011,886.489
PF3D7_1115500,83.152,54.867,127.797,96.067,133.869,162.901
PF3D7_1115600,634.074,625.842,705.023,980.53,852.732,1017.155
PF3D7_1115700,388.324,462.783,390.084,433.12,230.336,409.515
PF3D7_1115800,719.077,865.271,475.573,278.051,199.395,252.267
PF3D7_1115900,176.333,186.12,113.555,31.598,38.648,96.592
PF3D7_1116000,11144.491,11593.523,10095.879,4761.711,6159.796,5366.44
PF3D7_1116100,3723.799,5080.931,3635.137,2578.672,3475.274,3019.456
PF3D7_1116200,6.211,8.534,1.0,6.267,5.289,6.394
PF3D7_1116300,37.387,64.775,19.759,61.24,80.533,71.359
PF3D7_1116400,325.743,330.43,262.978,205.842,354.344,382.163
PF3D7_1116500,220.764,306.043,191.808,154.625,180.697,226.3
PF3D7_1116600,128.315,199.694,133.038,407.878,330.334,480.105
PF3D7_1116700,1209.227,1528.719,1041.911,1450.004,1364.954,1490.281
PF3D7_1116800,1688.663,2856.032,2075.75,538.85,744.438,688.633
PF3D7_1116900,9.669,24.467,11.82,4.399,8.534,18.41
PF3D7_1117000,28.555,36.971,39.344,33.213,59.958,97.476
PF3D7_1117100,62.557,130.438,173.378,149.236,128.237,214.204
PF3D7_1117200,8.071,43.176,25.759,36.089,29.998,24.517
