gene,SRR16966869,SRR16966870,SRR16966871,SRR16966872,SRR16966873,SRR16966874
PF3D7_0100100,222.076,240.965,223.148,202.938,262.373,263.133
PF3D7_0100200,14.905,16.54,13.948,7.508,6.0,6.982
PF3D7_0100300,2.097,0.0,4.281,2.033,0.0,1.018
PF3D7_0100400,20.0,28.46,22.406,7.492,13.17,17.0
PF3D7_0100500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0100600,4.244,5.079,2.0,6.428,2.83,0.0
PF3D7_0100700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0100800,0.0,1.001,0.0,0.0,0.0,0.0
PF3D7_0100900,0.0,1.197,0.0,0.0,2.0,0.0
PF3D7_0101000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0101300,6.985,6.935,6.53,0.0,0.0,2.636
PF3D7_0101400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0101500,0.0,2.538,2.872,0.0,0.0,0.0
PF3D7_0101600,6.478,4.112,1.016,0.0,0.0,0.0
PF3D7_0101700,0.0,2.819,0.0,0.0,0.0,0.0
PF3D7_0101800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0101900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0102000,0.0,1.01,0.0,0.0,0.0,0.0
PF3D7_0102100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0102200,6129.17,7536.121,5218.297,1560.116,1484.471,1729.877
PF3D7_0102300,53.145,61.184,63.76,112.287,128.203,146.806
PF3D7_0102400,43.482,48.49,42.088,40.241,47.338,47.448
PF3D7_0102500,7592.345,8933.748,6502.75,2085.371,2623.831,2564.79
PF3D7_0102600,20.48,36.125,59.603,18.694,18.569,22.399
PF3D7_0102700,17.291,17.38,14.143,6.566,13.309,13.248
PF3D7_0102800,12.371,19.726,4.833,47.767,56.244,46.156
PF3D7_0102900,148.451,189.328,133.593,174.052,216.895,257.881
PF3D7_0103000,48.457,61.897,38.152,43.2,50.439,64.452
PF3D7_0103100,212.178,220.187,163.58,228.048,240.125,256.794
PF3D7_0103200,158.049,259.426,195.316,252.7,276.459,307.415
PF3D7_0103300,277.123,330.687,259.974,269.228,272.963,319.86
PF3D7_0103400,1249.029,1437.887,1107.148,715.227,850.642,797.133
PF3D7_0103500,88.839,81.75,105.469,116.945,174.065,173.895
PF3D7_0103600,114.943,134.459,154.444,169.068,193.549,201.726
PF3D7_0103700,23.052,31.695,21.102,17.14,31.233,45.216
PF3D7_0103800,47.896,70.648,64.654,81.378,91.613,75.816
PF3D7_0103900,77.37,95.163,88.84,116.767,156.157,163.601
PF3D7_0104000,2.048,7.178,3.465,1.014,2.589,2.364
PF3D7_0104100,249.676,287.755,240.087,233.677,266.103,282.276
PF3D7_0104200,1168.207,1467.82,1129.175,473.393,575.8,644.359
PF3D7_0104300,4497.006,5902.156,4237.561,1811.721,2164.057,2221.236
PF3D7_0104400,233.102,348.008,268.078,257.124,310.354,354.068
PF3D7_0104500,24.286,35.225,22.992,89.546,85.669,108.796
PF3D7_0104600,8.429,11.559,2.138,4.287,6.881,9.184
PF3D7_0104700,1.027,8.328,4.057,5.141,2.953,3.068
PF3D7_0104800,292.154,243.817,239.314,116.667,154.942,178.47
PF3D7_0105100,8.358,26.882,10.145,19.213,24.175,23.458
PF3D7_0105200,80.038,129.861,171.73,183.224,205.282,224.117
PF3D7_0105300,514.775,663.994,430.288,338.55,406.01,425.467
PF3D7_0105400,220.163,141.725,162.454,101.613,98.364,101.138
PF3D7_0105500,29.628,14.827,17.376,6.302,16.044,7.688
PF3D7_0105600,78.191,67.959,88.29,121.518,174.99,192.799
PF3D7_0105700,1080.238,1238.818,964.491,1503.162,1701.722,1673.564
PF3D7_0105800,888.163,1082.868,813.376,783.539,942.068,958.073
PF3D7_0105900,32.092,78.187,36.099,28.076,70.638,55.175
PF3D7_0106000,683.109,803.481,676.283,456.501,549.203,539.386
PF3D7_0106100,95.276,125.755,101.225,169.844,228.274,235.913
PF3D7_0106200,25.562,26.697,26.124,11.218,27.366,25.274
PF3D7_0106300,1803.821,1977.255,1691.419,2011.521,2263.764,2583.807
PF3D7_0106400,19.81,14.741,20.168,29.302,18.789,42.165
PF3D7_0106500,82.893,136.034,87.314,164.961,177.048,216.603
PF3D7_0106600,5.582,7.069,11.028,3.251,14.554,8.562
PF3D7_0106700,669.109,689.627,605.57,700.515,777.08,828.965
PF3D7_0106800,70.385,112.7,113.221,190.394,198.436,220.515
PF3D7_0106900,37.573,94.574,43.985,42.876,76.056,101.199
PF3D7_0107000,389.145,406.332,337.097,496.839,529.448,587.824
PF3D7_0107100,12.519,20.743,14.015,22.663,16.539,39.011
PF3D7_0107200,8.764,25.396,6.403,12.025,21.691,34.94
PF3D7_0107300,5.027,14.256,3.216,6.823,8.623,14.71
PF3D7_0107400,15.592,33.548,14.597,50.217,19.278,75.371
PF3D7_0107500,2049.304,2581.148,1993.744,1173.365,1450.995,1548.338
PF3D7_0107600,9.477,15.55,6.476,4.737,7.297,6.912
PF3D7_0107700,4.004,5.0,3.024,2.198,1.975,0.998
PF3D7_0107800,128.889,172.863,68.714,249.769,244.596,305.46
PF3D7_0107900,11.939,7.354,16.826,20.086,26.414,30.074
PF3D7_0108000,434.966,463.198,406.255,606.071,630.222,712.571
PF3D7_0108100,18.275,43.388,12.982,32.091,37.152,36.299
PF3D7_0108300,3301.72,3904.269,3153.149,2770.286,3194.896,3669.587
PF3D7_0108400,12.441,14.53,6.698,33.412,34.128,45.230000000000004
PF3D7_0108500,244.074,420.793,152.041,41.62,74.592,86.904
PF3D7_0108600,311.818,291.133,347.999,186.734,148.631,213.066
PF3D7_0108700,1010.799,1252.049,923.869,1336.735,1446.33,1513.968
PF3D7_0108800,35.117,61.009,44.795,90.087,117.134,121.924
PF3D7_0109000,1773.413,2171.282,1470.446,404.382,540.754,558.819
PF3D7_0109100,607.632,725.725,522.087,92.078,152.931,216.451
PF3D7_0109200,32.953,50.17,37.847,104.638,101.077,71.77
PF3D7_0109300,4.538,9.808,11.554,11.002,26.017,19.293
PF3D7_0109400,50.608,89.189,58.722,116.543,127.475,116.179
PF3D7_0109500,44.646,42.51,37.066,64.004,50.796,72.664
PF3D7_0109600,10.474,16.99,8.594,21.055,33.715,23.158
PF3D7_0109700,31.699,19.832,14.794,23.471,30.69,34.111
PF3D7_0109800,72.207,97.399,90.628,144.01,155.853,158.322
PF3D7_0109850,62.289,54.738,64.271,52.252,52.018,72.419
PF3D7_0109950,52.369,46.218,49.372,85.236,68.946,78.091
PF3D7_0110000,84.842,122.287,100.947,136.73,81.932,142.963
PF3D7_0110100,41.791,46.795,63.713,35.696,57.325,60.974
PF3D7_0110200,20.468,23.537,31.116,30.57,52.377,71.52
PF3D7_0110400,120.589,109.762,119.194,266.176,206.056,236.783
PF3D7_0110500,501.395,731.846,557.241,664.552,735.268,792.462
PF3D7_0110600,1086.411,1313.895,1173.713,1037.127,1195.515,1199.002
PF3D7_0110700,256.048,330.904,177.819,324.612,412.407,431.462
PF3D7_0110800,268.171,314.616,300.367,195.552,140.988,221.977
PF3D7_0110900,3.257,6.769,3.665,7.043,9.278,18.302
PF3D7_0111000,876.06,1017.757,850.678,775.794,993.471,969.383
PF3D7_0111200,6.706,4.538,4.585,3.055,5.024,7.453
PF3D7_0111300,232.705,264.741,240.36,382.308,414.018,412.636
PF3D7_0111400,91.085,162.141,87.294,120.907,223.35,199.317
PF3D7_0111500,474.636,602.558,435.058,491.875,473.464,503.283
PF3D7_0111600,1.016,1.0,2.005,2.383,9.482,10.988
PF3D7_0111700,0.0,1.0,2.031,0.0,0.0,0.0
PF3D7_0111800,100.355,133.286,67.507,197.23,267.427,249.35
PF3D7_0111900,84.183,124.988,84.025,163.262,150.451,142.133
PF3D7_0112000,22.714,83.31,19.28,71.529,69.248,112.299
PF3D7_0112100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0112200,457.519,458.586,492.057,648.124,673.771,816.842
PF3D7_0112800,12.745,16.228,12.14,19.209,4.929,15.348
PF3D7_0112900,30.471,35.592,28.25,9.068,3.696,12.209
PF3D7_0113000,587.242,568.312,561.755,1194.366,1246.357,1288.627
PF3D7_0113100,23.439,43.878,27.489,6.899,27.474,29.019
PF3D7_0113200,374.566,478.543,403.506,428.713,542.692,462.903
PF3D7_0113300,17.508,33.571,9.314,33.833,23.469,34.945
PF3D7_0113400,3.248,9.085,0.0,1.964,3.176,1.21
PF3D7_0113600,23.524,32.059,12.068,9.28,5.008,4.544
PF3D7_0113700,51.54,83.495,36.115,28.381,37.013,41.529
PF3D7_0113800,89.989,80.775,74.251,31.707,73.643,58.685
PF3D7_0113900,11.195,3.175,14.398,26.944,12.897,20.757
PF3D7_0114000,264.441,241.923,212.123,146.435,105.195,124.08
PF3D7_0114100,0.0,8.041,2.268,0.0,0.0,0.0
PF3D7_0114200,0.0,0.0,1.0,0.0,0.841,0.0
PF3D7_0114300,6.997,0.0,0.0,0.0,0.0,0.0
PF3D7_0114400,2.0,0.0,0.0,0.0,1.0,0.0
PF3D7_0114500,0.0,0.0,0.0,0.0,0.0,2.786
PF3D7_0114600,0.0,0.0,0.0,0.0,0.0,1.0
PF3D7_0114700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0114750,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0114800,1.266,0.0,0.0,0.0,0.0,0.0
PF3D7_0114900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0115000,34.011,16.889,14.905,33.935,32.918,26.127
PF3D7_0115100,8.895,22.789,0.0,14.595,11.3,3.035
PF3D7_0115150,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0115200,2.035,0.0,0.0,0.0,1.2,0.0
PF3D7_0115300,0.0,0.0,0.0,1.024,0.0,0.0
PF3D7_0115400,0.0,1.0,0.0,0.0,0.0,0.0
PF3D7_0115500,0.0,0.0,0.0,0.0,0.0,1.0
PF3D7_0115600,4.114,13.255,3.096,6.55,20.017,20.02
PF3D7_0115700,9.909,25.432,5.907,19.745,31.08,42.004
PF3D7_0200100,31.539,17.183,15.651,11.03,8.749,9.136
PF3D7_0200200,5.233,2.094,2.015,0.0,0.0,1.049
PF3D7_0200300,0.0,0.0,0.0,0.0,0.0,3.498
PF3D7_0200400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0200500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0200600,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0200700,0.0,0.0,1.0,0.0,0.0,1.034
PF3D7_0200800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0200900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0201000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0201100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0201200,0.0,0.0,1.018,0.0,0.0,0.0
PF3D7_0201300,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0201400,0.0,2.0,1.0,0.0,0.0,1.0
PF3D7_0201500,162.178,195.66,151.296,173.75,258.685,204.727
PF3D7_0201600,49.918,67.327,69.694,114.519,112.387,138.811
PF3D7_0201700,127.689,128.541,95.143,46.99,59.361,57.918
PF3D7_0201800,43.075,32.558,34.085,52.919,36.029,52.782
PF3D7_0201900,1814.898,1882.074,1592.936,3123.378,2822.894,3132.096
PF3D7_0202000,2797.356,3376.344,2703.058,5474.561,5742.296,6189.735
PF3D7_0202100,757.482,1033.74,662.31,147.71,190.522,211.886
PF3D7_0202200,30.68,52.328,26.414,2.33,6.853,13.053
PF3D7_0202300,4.022,5.509,2.05,1.05,2.017,2.833
PF3D7_0202400,486.23,502.751,479.905,946.94,779.287,902.858
PF3D7_0202500,2008.609,2916.538,1834.658,715.594,791.794,894.882
PF3D7_0202600,463.461,431.39,466.122,520.451,590.751,621.73
PF3D7_0202700,61.363,61.699,33.929,35.05,47.143,42.787
PF3D7_0202800,64.897,83.646,42.535,54.34,63.32,70.089
PF3D7_0202900,11.952,18.876,11.215,23.863,20.068,39.474
PF3D7_0203000,1811.18,2575.5,1784.206,1186.986,1530.483,1461.223
PF3D7_0203100,1181.639,1346.551,982.427,219.405,258.561,251.404
PF3D7_0203200,36.946,59.607,23.995,33.534,39.155,46.171
PF3D7_0203300,19.071,38.66,32.285,65.812,43.153,49.636
PF3D7_0203400,157.234,123.989,111.468,334.44,263.562,270.648
PF3D7_0203600,26.442,26.44,14.769,25.453,43.469,27.958
PF3D7_0203700,101.373,87.969,127.935,88.327,118.06,122.504
PF3D7_0203800,36.779,30.367,22.788,66.42,44.793,82.789
PF3D7_0203900,37.977,47.414,45.679,89.64,94.462,124.745
PF3D7_0204000,21.559,21.927,17.069,27.676,25.128,78.49
PF3D7_0204100,2127.622,2494.378,2070.969,1652.109,2026.78,1997.35
PF3D7_0204200,712.259,923.833,673.118,523.751,559.494,561.209
PF3D7_0204300,91.13,150.306,45.82,87.486,154.047,168.382
PF3D7_0204400,1.059,16.07,5.157,8.159,8.204,8.657
PF3D7_0204500,44.716,48.839,50.708,54.92,76.235,98.211
PF3D7_0204600,53.067,80.732,84.968,110.855,127.692,151.277
PF3D7_0204700,394.379,239.24,379.184,393.16,382.257,497.94
PF3D7_0204800,24.496,61.195,41.431,64.563,89.401,84.28
PF3D7_0204900,41.874,38.698,43.049,73.995,109.921,84.916
PF3D7_0205000,13.345,13.402,11.619,22.091,30.936,22.868
PF3D7_0205100,45.401,47.611,14.779,68.044,69.122,63.212
PF3D7_0205200,6.847,4.0,0.651,7.986,0.0,2.136
PF3D7_0205300,4.214,9.01,4.222,8.932,6.085,4.262
PF3D7_0205400,11.45,8.564,14.862,43.841,23.297,37.707
PF3D7_0205500,22.034,29.162,23.244,46.407,46.696,96.53
PF3D7_0205600,20.547,41.799,17.408,42.496,37.244,91.689
PF3D7_0205700,28.570999999999998,66.68900000000001,19.541,38.685,64.395,56.147000000000006
PF3D7_0205800,48.542,115.985,41.7,133.303,148.607,197.532
PF3D7_0205900,1827.981,2053.365,1739.448,1715.469,2125.181,2244.719
PF3D7_0206000,392.296,430.828,395.805,388.302,588.518,569.563
PF3D7_0206100,62.155,108.384,30.863,119.833,85.194,126.72
PF3D7_0206200,966.055,1074.361,820.531,216.489,242.516,297.338
PF3D7_0206300,381.129,423.201,317.551,367.046,358.498,372.943
PF3D7_0206500,304.618,378.237,203.628,384.526,391.193,468.224
PF3D7_0206600,10.984,8.016,6.247,1.05,5.18,9.653
PF3D7_0206700,1079.228,723.177,1335.861,702.717,473.794,513.109
PF3D7_0206800,6620.606,7810.977,5421.266,3035.217,3955.795,4076.938
PF3D7_0206900,992.756,1262.122,819.098,261.25100000000003,336.97299999999996,354.67699999999996
PF3D7_0207000,2321.64,2645.27,1951.289,1493.712,1792.008,1848.346
PF3D7_0207100,2531.053,3063.254,2373.19,737.205,804.704,920.483
PF3D7_0207200,20.721,28.231,10.869,10.499,27.422,15.236
PF3D7_0207300,11.491,30.237,11.508,10.766,9.192,12.149
PF3D7_0207400,1195.541,1419.304,1318.353,1433.285,1700.272,1837.54
PF3D7_0207500,1880.647,2047.477,1899.206,2561.333,2727.294,2995.688
PF3D7_0207600,15321.722,17315.643,15183.881,16869.06,19302.112,21834.566
PF3D7_0207700,934.376,997.295,905.216,852.729,965.347,1085.019
PF3D7_0207800,1065.384,1305.224,1119.346,944.527,1098.063,1098.792
PF3D7_0207900,131.904,190.064,90.477,194.505,181.436,212.457
PF3D7_0208000,488.633,539.155,391.02,464.713,544.941,521.951
PF3D7_0208100,695.453,685.395,770.64,978.421,993.39,1114.184
PF3D7_0208200,73.35,90.879,58.435,127.78,134.974,154.958
PF3D7_0208300,27.067,56.089,29.645,27.623,19.879,56.373
PF3D7_0208400,501.492,624.407,587.27,623.426,675.945,706.701
PF3D7_0208500,66.782,60.054,63.04,116.027,100.012,111.62
PF3D7_0208600,292.61,373.443,317.987,576.75,659.171,682.728
PF3D7_0208700,35.245,54.949,17.49,66.817,75.427,74.648
PF3D7_0208800,10.307,10.174,15.168,25.924,23.986,24.327
PF3D7_0208900,12.683,15.155,10.543,6.853,18.546,21.237
PF3D7_0209000,81.796,68.825,47.265,3.493,2.024,10.987
PF3D7_0209100,210.187,207.635,160.293,272.58,367.381,294.4
PF3D7_0209200,59.681,61.293,64.087,70.599,70.737,79.105
PF3D7_0209300,29.986,18.803,28.604,60.497,59.464,72.365
PF3D7_0209400,58.108,53.604,70.764,95.484,95.234,116.677
PF3D7_0209500,55.86,68.477,42.066,6.937,32.759,31.986
PF3D7_0209600,523.74,756.745,512.114,437.826,472.709,536.716
PF3D7_0209700,296.721,350.732,214.058,125.333,146.289,127.271
PF3D7_0209800,864.394,1048.848,912.008,1452.792,1702.879,1820.629
PF3D7_0210000,336.377,511.788,317.506,484.62,506.248,691.485
PF3D7_0210100,285.547,296.037,274.181,641.433,643.245,678.331
PF3D7_0210200,958.562,1188.871,1065.023,1297.767,1470.778,1680.448
PF3D7_0210300,93.343,141.213,117.293,108.034,186.459,186.637
PF3D7_0210400,51.573,24.08,22.703,53.575,79.876,71.114
PF3D7_0210500,25.228,25.71,13.128,40.715,32.574,51.293
PF3D7_0210600,1099.473,1356.091,1066.563,331.369,323.565,355.925
PF3D7_0210700,52.576,90.575,59.711,8.775,22.921,31.543
PF3D7_0210800,5.17,14.238,8.279,5.905,12.678,11.008
PF3D7_0210900,321.683,426.091,304.618,663.469,598.327,750.246
PF3D7_0211100,3.367,5.912,2.088,2.011,3.013,6.743
PF3D7_0211200,36.293,39.746,18.401,32.483,73.908,75.796
PF3D7_0211300,37.394,17.601,14.434,43.334,72.027,41.693
PF3D7_0211400,32.065,19.335,11.473,10.613,16.083,15.181
PF3D7_0211500,94.265,124.637,91.716,88.74,49.736,109.912
PF3D7_0211600,13.568,18.386,42.941,11.765,24.334,33.672
PF3D7_0211700,204.629,194.803,227.264,148.79,301.548,209.201
PF3D7_0211800,415.838,472.424,382.411,780.802,687.095,889.94
PF3D7_0211900,68.093,99.274,112.364,121.571,234.303,150.593
PF3D7_0212000,35.677,39.778,36.598,29.638,43.144,55.455
PF3D7_0212100,1130.089,1287.54,1133.281,1346.986,1634.019,1601.156
PF3D7_0212200,17.275,13.156,8.19,11.973,29.246,22.378
PF3D7_0212300,150.135,210.744,167.167,442.034,376.897,515.063
PF3D7_0212400,278.739,438.488,285.204,384.172,556.777,650.542
PF3D7_0212500,1010.064,1181.908,938.751,1579.075,1678.129,1900.325
PF3D7_0212600,1210.013,1272.653,940.858,200.209,262.615,200.456
PF3D7_0212700,34.722,41.01,20.083,23.094,22.757,49.029
PF3D7_0212800,150.598,156.203,139.215,114.329,136.562,150.975
PF3D7_0212900,678.81,773.42,690.501,670.804,782.269,778.35
PF3D7_0213000,39.676,55.589,33.65,65.741,80.303,84.756
PF3D7_0213100,99.849,88.558,133.716,314.686,289.849,344.123
PF3D7_0213200,6.549,6.873,5.881,10.886,19.142,27.691
PF3D7_0213300,2.403,8.382,0.0,3.128,9.94,16.05
PF3D7_0213400,34.902,64.807,25.398,65.304,87.829,80.197
PF3D7_0213500,41.551,32.155,17.824,37.866,25.992,69.616
PF3D7_0213600,18.363,22.073,4.371,18.819,27.85,30.711
PF3D7_0213700,10.203,16.889,9.508,13.04,25.41,31.448
PF3D7_0213800,0.0,5.882,1.04,1.001,1.125,7.221
PF3D7_0213900,31.829,47.991,18.98,30.659,34.366,60.878
PF3D7_0214000,88.015,172.924,94.531,282.84,245.82,360.801
PF3D7_0214100,2055.776,2409.694,2090.163,1917.988,2422.512,2125.228
PF3D7_0214200,69.017,77.587,64.731,173.129,183.962,201.074
PF3D7_0214300,94.003,162.599,57.789,253.677,261.788,229.89
PF3D7_0214400,86.629,99.217,56.162,76.53,60.378,116.463
PF3D7_0214500,1.033,0.0,0.0,0.0,0.0,0.0
PF3D7_0214600,2822.677,3053.29,2305.513,487.253,490.679,432.191
PF3D7_0214700,217.493,208.205,200.512,51.627,52.653,93.972
PF3D7_0214800,307.951,475.716,200.733,104.384,144.077,151.15
PF3D7_0214900,5278.744,5883.868,4435.724,3028.114,3785.28,3336.382
PF3D7_0215000,217.14,225.357,101.772,180.19,220.453,293.062
PF3D7_0215100,158.614,218.694,152.103,250.896,188.819,252.113
PF3D7_0215200,16.381,22.868,4.465,17.125,9.196,27.536
PF3D7_0215300,103.367,134.03,40.952,22.975,11.537,10.387
PF3D7_0215400,748.803,769.219,699.268,486.445,455.841,496.129
PF3D7_0215500,177.208,122.097,205.205,49.76,132.804,128.324
PF3D7_0215600,45.345,60.314,58.429,79.872,101.328,86.087
PF3D7_0215700,464.539,493.288,468.468,1139.629,927.809,937.222
PF3D7_0215800,77.431,76.609,84.512,309.128,186.205,227.764
PF3D7_0215900,14.999,31.804,14.674,39.043,37.794,38.621
PF3D7_0216000,257.324,256.653,176.236,370.285,274.051,265.415
PF3D7_0216100,8.886,31.26,18.723,41.218,28.839,31.405
PF3D7_0216200,7.674,8.245,15.196,39.381,20.481,32.188
PF3D7_0216300,26.825,33.806,17.496,59.173,38.554,38.863
PF3D7_0216400,54.191,35.179,20.597,53.487,37.764,43.754
PF3D7_0216500,117.93,90.514,84.737,195.316,106.824,125.219
PF3D7_0216600,558.817,702.963,491.88,500.496,407.103,443.492
PF3D7_0216700,2394.733,3068.7749999999996,1939.132,1197.158,1227.504,1096.863
PF3D7_0216800,215.383,182.341,207.957,223.062,252.73,246.286
PF3D7_0216900,52.346,56.88,86.997,141.217,91.095,171.89
PF3D7_0217000,26.249,11.547,30.449,27.128,24.466,50.017
PF3D7_0217100,297.981,239.103,284.292,334.721,397.115,565.035
PF3D7_0217200,49.946,47.19,33.011,45.637,39.378,82.904
PF3D7_0217300,18.24,52.611,16.008,20.637,14.878,29.677
PF3D7_0217400,15.371,36.932,27.02,39.463,62.286,76.671
PF3D7_0217500,3476.227,4524.007,3163.982,1633.914,2230.243,1913.761
PF3D7_0217600,224.771,215.624,200.599,252.322,218.927,264.432
PF3D7_0217700,21.709,27.508,22.346,36.418,39.985,39.155
PF3D7_0217800,212.863,267.132,232.828,511.081,513.104,607.487
PF3D7_0217900,218.566,249.71,337.841,624.652,736.976,822.882
PF3D7_0218000,169.106,144.826,197.914,285.489,302.357,316.654
PF3D7_0218100,23.382,27.555,31.19,17.326,27.634,22.807
PF3D7_0218200,115.03,106.952,152.227,121.248,137.469,138.257
PF3D7_0218300,73.381,80.989,56.168,70.506,78.622,98.567
PF3D7_0218400,80.728,66.575,44.872,43.377,43.067,130.94
PF3D7_0218500,43.035,51.392,17.561,69.456,88.921,101.931
PF3D7_0218600,462.013,713.868,402.496,452.421,522.225,618.332
PF3D7_0218700,96.164,82.873,90.864,91.86,111.647,198.168
PF3D7_0219100,12.825,11.136,7.409,22.331,13.699,28.276
PF3D7_0219200,275.055,248.441,307.029,572.827,688.255,771.253
PF3D7_0219300,18.927,26.513,27.076,18.784,38.076,36.229
PF3D7_0219400,205.4,264.209,284.894,250.197,273.722,492.728
PF3D7_0219500,65.593,75.689,42.853,49.83,46.382,88.121
PF3D7_0219600,304.866,395.611,342.033,655.356,715.773,502.396
PF3D7_0219700,17.251,14.062,7.438,14.97,11.271,10.193
PF3D7_0219800,223.338,317.995,99.164,137.716,147.75,155.677
PF3D7_0219900,31.319,48.783,19.563,5.685,8.696,16.987
PF3D7_0220000,6706.323,9115.953,6626.393,4998.866,5463.408,5936.572
PF3D7_0220100,101.01,63.167,73.671,59.807,66.192,121.478
PF3D7_0220200,327.63,379.408,245.536,302.015,286.093,376.474
PF3D7_0220300,35.548,51.104,18.552,24.24,19.72,25.446
PF3D7_0220400,7.651,13.332,10.68,8.962,3.004,7.111
PF3D7_0220500,196.226,227.499,128.571,80.11,92.938,90.473
PF3D7_0220600,24.622,16.044,24.202,55.403,37.33,80.839
PF3D7_0220700,35.503,18.445,27.372,14.645,34.955,18.238
PF3D7_0220800,3523.228,3957.168,3300.955,2320.551,2894.224,2725.59
PF3D7_0220900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0221000,0.0,0.0,1.001,0.0,0.0,0.0
PF3D7_0221100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0221200,1.038,4.41,3.702,5.954,2.936,0.0
PF3D7_0221300,0.0,1.0,0.0,0.0,0.0,0.0
PF3D7_0221400,1.086,0.0,0.0,0.0,0.0,0.0
PF3D7_0221500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0221600,1.004,0.0,2.129,0.0,0.0,0.0
PF3D7_0221650,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0221700,22.241,35.123,23.246,3.326,0.0,2.209
PF3D7_0221800,4.319,1.013,1.671,0.0,0.0,0.0
PF3D7_0221900,1.52,6.122,1.018,0.0,0.0,0.0
PF3D7_0222100,0.0,0.0,0.0,1.0,0.0,1.907
PF3D7_0222200,0.0,0.0,0.0,0.0,0.0,0.5
PF3D7_0222300,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0222400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0222500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0222600,0.0,1.001,0.0,0.0,0.0,0.0
PF3D7_0222700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0222800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0222900,0.0,1.003,0.0,0.0,0.0,0.0
PF3D7_0223100,0.0,1.32,0.0,0.0,0.0,0.0
PF3D7_0223200,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0223300,0.999,0.0,0.0,0.0,0.0,0.0
PF3D7_0223400,5.052,5.508,1.519,5.416,5.574,3.892
PF3D7_0223500,36.519,10.794,15.791,26.719,37.257,28.949
PF3D7_0300100,71.701,86.608,66.915,134.742,168.55,253.823
PF3D7_0300200,1.185,4.634,6.338,0.0,1.001,0.0
PF3D7_0300300,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0300400,0.0,0.0,0.0,1.0,0.0,0.0
PF3D7_0300500,1.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0300700,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0300800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0300900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0301000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0301100,0.0,0.0,0.0,1.008,1.002,0.0
PF3D7_0301200,10.962,7.539,14.884,12.004,14.135,24.878
PF3D7_0301300,18.921,41.101,25.8,23.12,15.355,46.428
PF3D7_0301400,9.207,9.504,3.181,21.852,38.55,40.623
PF3D7_0301500,10.613,5.579,5.024,12.69,12.61,18.482
PF3D7_0301600,37.475,47.97,29.115,35.828,62.691,104.676
PF3D7_0301700,163.932,115.85,98.918,187.399,176.656,328.86
PF3D7_0301800,21.446,52.005,18.224,13.359,20.347,36.828
PF3D7_0301900,0.0,3.002,3.513,2.01,0.0,4.42
PF3D7_0302000,53.621,60.722,64.763,54.037,124.332,208.883
PF3D7_0302100,190.275,159.931,297.958,356.477,366.128,472.12
PF3D7_0302200,695.566,578.448,482.679,806.194,1015.829,844.587
PF3D7_0302300,34.026,22.219,7.101,7.395,7.091,15.051
PF3D7_0302500,28374.96,32119.269,27096.539,11359.808,14539.162,15013.377
PF3D7_0302600,33.508,66.669,30.079,58.916,76.443,137.587
PF3D7_0302700,8.281,16.093,4.372,14.393,21.169,49.799
PF3D7_0302800,27.639,43.829,21.682,12.621,53.781,69.895
PF3D7_0302900,381.352,494.269,251.809,497.717,637.789,733.03
PF3D7_0303000,96.857,46.364,40.638,26.239,45.035,88.04
PF3D7_0303100,148.689,143.244,196.675,48.859,82.309,130.381
